price,levy,manufacturer,prod_year,category,leather_interior,fuel_type,engine_volume,mileage,cylinders,gear_box_type,drive_wheels,doors,wheel,color,airbags,is_turbo,car_age
15035,583.0,HYUNDAI,2011,Sedan,Yes,Petrol,1.6,174391,4.0,Automatic,Front,2-3,Left wheel,White,4,0,15
35338,640.0,SSANGYONG,2013,Jeep,Yes,Diesel,2.0,142000,4.0,Automatic,Front,2-3,Left wheel,White,4,0,13
29777,765.0,HYUNDAI,2015,Jeep,Yes,Diesel,2.0,66000,4.0,Automatic,Front,2-3,Left wheel,White,4,0,11
44247,891.0,HYUNDAI,2016,Jeep,Yes,Diesel,2.0,148633,4.0,Automatic,Front,2-3,Left wheel,White,4,0,10
7997,836.0,DAEWOO,2010,Sedan,Yes,Diesel,2.0,53223,4.0,Automatic,Front,2-3,Left wheel,Grey,4,0,16
3763,1850.0,MERCEDES-BENZ,2008,Sedan,Yes,Diesel,3.5,494317,6.0,Automatic,4x4,2-3,Left wheel,Black,12,0,18
15681,,MERCEDES-BENZ,2004,Jeep,Yes,Petrol,3.7,238078,6.0,Tiptronic,4x4,2-3,Left wheel,Black,12,0,22
2509,,SUBARU,2003,Sedan,No,Petrol,0.7,50000,3.0,Automatic,Front,2-3,Right-hand drive,Black,4,0,23
23521,1586.0,NISSAN,2010,Jeep,Yes,Petrol,4.0,168000,6.0,Tiptronic,4x4,2-3,Left wheel,Silver,12,0,16
125,1172.0,MERCEDES-BENZ,2011,Sedan,Yes,Diesel,3.5,223472,6.0,Automatic,4x4,2-3,Left wheel,Black,12,0,15
1176,640.0,KIA,2013,Sedan,Yes,Petrol,2.0,265618,4.0,Automatic,Front,2-3,Left wheel,White,12,0,13
549,751.0,HYUNDAI,2013,Sedan,Yes,Petrol,2.4,216118,4.0,Automatic,Front,2-3,Left wheel,Grey,12,0,13
27284,934.0,TOYOTA,2015,Sedan,Yes,Petrol,2.5,80000,4.0,Automatic,Front,2-3,Left wheel,Black,8,0,11
17813,447.0,HONDA,2013,Universal,Yes,Petrol,1.3,68614,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,13
10663,,TOYOTA,2006,Hatchback,No,Hybrid,1.5,210000,4.0,Variator,Front,2-3,Left wheel,Green,4,0,20
314,645.0,TOYOTA,2011,Jeep,Yes,Hybrid,1.8,326325,4.0,Automatic,Front,2-3,Left wheel,Silver,12,0,15
11447,986.0,LEXUS,2010,Sedan,Yes,Hybrid,2.4,11111,4.0,Variator,Front,2-3,Left wheel,Silver,12,0,16
10976,,FORD,1999,Microbus,No,Diesel,2.5,241000,4.0,Manual,Rear,4-5,Left wheel,White,2,0,27
43278,1514.0,LEXUS,2011,Jeep,Yes,Petrol,4.6,160138,8.0,Automatic,4x4,2-3,Left wheel,White,0,0,15
6586,642.0,HYUNDAI,2012,Sedan,Yes,LPG,2.0,742997,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,14
5331,900.0,HONDA,2015,Jeep,Yes,Petrol,2.4,80288,4.0,Automatic,4x4,2-3,Left wheel,Brown,12,0,11
1568,831.0,CHEVROLET,2011,Jeep,Yes,Petrol,2.4,80000,4.0,Automatic,Front,2-3,Left wheel,White,12,0,15
41553,891.0,HYUNDAI,2016,Jeep,Yes,Diesel,2.0,142040,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,10
862,1399.0,MERCEDES-BENZ,2010,Sedan,Yes,Diesel,3.5,239224,6.0,Automatic,4x4,2-3,Left wheel,Black,12,0,16
24123,836.0,HYUNDAI,2010,Jeep,Yes,Diesel,2.0,138185,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,16
11992,1047.0,HYUNDAI,2007,Sedan,Yes,Petrol,1.6,128354,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,19
21953,690.0,FORD,2016,Sedan,No,Petrol,1.5,91200,4.0,Tiptronic,Front,2-3,Left wheel,Carnelian red,8,1,10
392,1324.0,CHRYSLER,2010,Sedan,Yes,Petrol,3.3,612685,6.0,Automatic,Front,4-5,Left wheel,White,12,0,16
18817,730.0,HYUNDAI,2016,Sedan,Yes,Petrol,1.6,32595,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,10
314,1017.0,MERCEDES-BENZ,2017,Jeep,Yes,Petrol,2.0,46413,4.0,Automatic,4x4,2-3,Left wheel,Blue,0,0,9
7056,833.0,KIA,2010,Jeep,Yes,Diesel,2.0,64741,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,16
32302,,AUDI,2011,Hatchback,Yes,Petrol,2.0,148000,4.0,Tiptronic,4x4,2-3,Left wheel,Blue,8,0,15
42551,877.0,HYUNDAI,2017,Jeep,Yes,Diesel,1.7,81070,4.0,Automatic,Front,2-3,Left wheel,White,4,0,9
20266,528.0,HYUNDAI,2014,Sedan,Yes,Diesel,1.6,138598,4.0,Automatic,Front,2-3,Left wheel,White,4,0,12
6899,,MERCEDES-BENZ,2001,Sedan,Yes,CNG,2.0,100000,4.0,Manual,Rear,2-3,Right-hand drive,Silver,10,1,25
16778,862.0,HYUNDAI,2011,Minivan,Yes,Diesel,2.5,45984,4.0,Automatic,Front,2-3,Left wheel,White,4,0,15
20385,,TOYOTA,2012,Hatchback,No,Hybrid,1.8,114458,4.0,Variator,Front,2-3,Left wheel,Silver,6,0,14
17562,,FIAT,2012,Sedan,No,Petrol,1.4,100000,6.0,Manual,Front,4-5,Left wheel,Grey,6,1,14
100,,TOYOTA,2003,Minivan,No,Petrol,2.0,200000,4.0,Automatic,Front,2-3,Right-hand drive,Silver,2,0,23
35124,1017.0,AUDI,2017,Jeep,Yes,Petrol,2.0,0,4.0,Automatic,4x4,2-3,Left wheel,White,0,0,9
26591,2108.0,LEXUS,2009,Sedan,Yes,Petrol,4.6,132022,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,17
2430,919.0,MERCEDES-BENZ,2012,Jeep,Yes,Diesel,3.0,221312,6.0,Automatic,4x4,2-3,Left wheel,Blue,12,0,14
19707,836.0,HYUNDAI,2010,Jeep,Yes,Diesel,2.0,232801,4.0,Automatic,Front,2-3,Left wheel,Grey,4,0,16
90,,BMW,2006,Jeep,Yes,Diesel,3.0,13000,6.0,Tiptronic,4x4,2-3,Left wheel,Black,6,1,20
3450,607.0,TOYOTA,2019,Sedan,Yes,Hybrid,2.5,9626,4.0,Automatic,Front,2-3,Left wheel,Black,12,0,7
16500,585.0,TOYOTA,2013,Hatchback,No,Hybrid,1.8,91373,4.0,Automatic,Front,2-3,Left wheel,Sky blue,8,0,13
314,2410.0,MERCEDES-BENZ,2010,Sedan,Yes,Diesel,6.2,274771,8.0,Automatic,Rear,2-3,Left wheel,White,12,0,16
21953,,NISSAN,2013,Jeep,Yes,Petrol,1.6,91000,4.0,Automatic,4x4,2-3,Left wheel,Grey,4,1,13
10349,,TOYOTA,2003,Hatchback,No,LPG,1.8,190400,4.0,Automatic,Front,2-3,Left wheel,Silver,8,0,23
32929,,BMW,2012,Sedan,Yes,Petrol,3.0,152000,6.0,Tiptronic,Rear,2-3,Left wheel,Black,8,1,14
11604,,FORD,1998,Microbus,No,Diesel,2.5,12345,4.0,Manual,Rear,2-3,Left wheel,White,2,0,28
8467,,BMW,2004,Sedan,No,Petrol,2.5,190000,6.0,Tiptronic,Rear,2-3,Right-hand drive,Black,2,0,22
7840,,FORD,1995,Microbus,No,Diesel,2.5,500000,4.0,Manual,Rear,2-3,Left wheel,Red,2,0,31
26030,,HYUNDAI,2010,Jeep,Yes,Diesel,2.0,61257,4.0,Tiptronic,Front,2-3,Left wheel,Grey,10,0,16
13877,585.0,CHEVROLET,2013,Sedan,Yes,Petrol,1.8,95112,4.0,Automatic,Front,2-3,Left wheel,White,4,0,13
22000,,HYUNDAI,2007,Minivan,Yes,Diesel,2.5,68000,4.0,Automatic,Rear,2-3,Left wheel,Yellow,2,1,19
470,800.0,MAZDA,2011,Jeep,Yes,Petrol,2.3,184576,4.0,Automatic,4x4,2-3,Left wheel,Black,12,0,15
549,810.0,HYUNDAI,2016,Sedan,Yes,Petrol,1.8,47422,4.0,Automatic,Front,2-3,Left wheel,Black,12,0,10
157,,ROLLS-ROYCE,1939,Cabriolet,Yes,Petrol,5.0,129000,8.0,Automatic,Rear,2-3,Left wheel,Silver,0,0,87
627,836.0,TOYOTA,2012,Sedan,Yes,Petrol,2.7,394069,4.0,Automatic,Rear,2-3,Left wheel,Black,12,0,14
10000,,NISSAN,2004,Minivan,No,LPG,2.5,0,4.0,Automatic,4x4,2-3,Right-hand drive,Beige,4,0,22
16308,645.0,TOYOTA,2011,Hatchback,No,Hybrid,1.8,174400,4.0,Automatic,Front,2-3,Left wheel,Red,6,0,15
39829,1811.0,LEXUS,2010,Jeep,Yes,Petrol,4.6,155821,8.0,Automatic,4x4,2-3,Left wheel,Black,0,0,16
6899,,SUBARU,2002,Jeep,No,CNG,2.0,205000,4.0,Automatic,4x4,2-3,Right-hand drive,Silver,4,0,24
399,,MERCEDES-BENZ,2005,Jeep,Yes,Petrol,5.5,111111,8.0,Tiptronic,4x4,2-3,Left wheel,Silver,8,0,21
2979,,RENAULT,1995,Hatchback,No,CNG,1.8,217000,4.0,Manual,Front,2-3,Left wheel,Green,4,0,31
549,1053.0,MERCEDES-BENZ,2014,Coupe,Yes,Petrol,3.5,103427,6.0,Automatic,Rear,4-5,Left wheel,Black,12,0,12
1803,1405.0,BMW,2009,Jeep,Yes,Diesel,3.0,229854,6.0,Automatic,4x4,2-3,Left wheel,Green,0,0,17
3800,,AUDI,1998,Sedan,Yes,Petrol,2.8,416000,6.0,Tiptronic,4x4,2-3,Left wheel,Golden,0,0,28
16621,,FORD,2016,Hatchback,No,Petrol,1.6,50393,4.0,Automatic,Front,2-3,Left wheel,Silver,6,0,10
19444,1935.0,MERCEDES-BENZ,2016,Sedan,Yes,Petrol,4.6,67882,8.0,Automatic,Rear,2-3,Left wheel,Grey,12,0,10
10036,,INFINITI,2004,Jeep,Yes,Petrol,4.5,300000,6.0,Tiptronic,Rear,2-3,Left wheel,Grey,6,0,22
314,862.0,TOYOTA,2011,Sedan,Yes,Petrol,2.5,211810,4.0,Automatic,Front,2-3,Left wheel,Red,12,0,15
13328,1481.0,AUDI,2017,Sedan,Yes,Petrol,3.0,44642,6.0,Automatic,4x4,2-3,Left wheel,Black,0,0,9
5331,,FORD,1997,Microbus,No,Diesel,2.5,396672,1.0,Manual,Rear,4-5,Left wheel,White,0,0,29
18817,730.0,HYUNDAI,2016,Sedan,Yes,Petrol,1.6,32595,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,10
22843,971.0,SSANGYONG,2016,Jeep,Yes,Diesel,2.2,234902,4.0,Automatic,Front,2-3,Left wheel,Blue,4,0,10
11290,831.0,KIA,2011,Sedan,No,Hybrid,2.4,163065,4.0,Tiptronic,Front,2-3,Left wheel,Silver,12,0,15
1882,746.0,TOYOTA,2009,Sedan,Yes,Hybrid,1.5,142426,4.0,Automatic,Front,2-3,Left wheel,White,12,0,17
54255,1249.0,TOYOTA,2017,Jeep,Yes,Petrol,2.5,25000,4.0,Automatic,4x4,2-3,Left wheel,Grey,8,0,9
470,1249.0,TOYOTA,2017,Sedan,Yes,Petrol,2.5,70232,4.0,Automatic,Front,2-3,Left wheel,White,12,0,9
8700,,VOLVO,2003,Sedan,Yes,Petrol,2.4,219200,4.0,Automatic,Front,2-3,Left wheel,Black,8,0,23
23521,1058.0,TOYOTA,2012,Jeep,Yes,Petrol,3.5,140966,6.0,Automatic,4x4,2-3,Left wheel,Black,12,0,14
9095,,MITSUBISHI,2007,Hatchback,No,Petrol,1.3,164500,4.0,Manual,Front,2-3,Left wheel,Sky blue,4,0,19
12544,,TOYOTA,2007,Hatchback,Yes,Petrol,1.5,0,4.0,Variator,Front,2-3,Left wheel,White,12,0,19
18669,862.0,HYUNDAI,2011,Minivan,Yes,Diesel,2.5,52686,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,15
19757,639.0,BMW,2014,Sedan,Yes,Petrol,2.0,128784,4.0,Automatic,Rear,2-3,Left wheel,Black,12,0,12
11604,,MERCEDES-BENZ,2001,Jeep,Yes,Diesel,2.7,294000,5.0,Tiptronic,4x4,2-3,Right-hand drive,Silver,6,1,25
83107,1325.0,HYUNDAI,2019,Minivan,Yes,Diesel,2.5,21442,4.0,Automatic,Front,2-3,Left wheel,White,4,0,7
11917,,HYUNDAI,2013,Coupe,Yes,Petrol,1.6,113000,4.0,Automatic,Front,4-5,Left wheel,Black,6,0,13
2822,382.0,FORD,2015,Sedan,Yes,Hybrid,2.0,100747,4.0,Automatic,Front,2-3,Left wheel,Green,0,0,11
16935,,KIA,2016,Sedan,No,Petrol,1.8,65600,4.0,Tiptronic,Front,2-3,Left wheel,Grey,10,0,10
4234,1202.0,HYUNDAI,2017,Jeep,Yes,Petrol,2.4,69757,4.0,Automatic,Front,2-3,Left wheel,Grey,12,0,9
314,586.0,TOYOTA,2012,Hatchback,Yes,Hybrid,1.8,418667,4.0,Automatic,Front,2-3,Left wheel,White,12,0,14
15681,586.0,TOYOTA,2012,Sedan,No,Petrol,1.8,139200,4.0,Variator,Front,2-3,Left wheel,White,12,0,14
10976,,OPEL,2009,Coupe,No,Petrol,1.6,237780,4.0,Manual,Front,4-5,Left wheel,Black,6,0,17
3607,781.0,TOYOTA,2012,Sedan,Yes,Hybrid,2.5,156518,4.0,Automatic,Front,2-3,Left wheel,White,12,0,14
55515,1079.0,HYUNDAI,2018,Jeep,Yes,Diesel,2.0,102934,4.0,Automatic,Front,2-3,Left wheel,White,4,0,8
24148,,TOYOTA,2014,Hatchback,No,Hybrid,1.5,80000,4.0,Automatic,Front,2-3,Left wheel,Grey,10,0,12
3000,,BMW,1988,Sedan,No,Petrol,2.0,222222,6.0,Manual,Rear,2-3,Left wheel,Black,1,0,38
12800,,FORD,2001,Microbus,No,Diesel,2.0,0,4.0,Manual,Front,4-5,Left wheel,White,2,0,25
39161,730.0,SSANGYONG,2016,Jeep,Yes,Petrol,1.6,49145,4.0,Automatic,Front,2-3,Left wheel,White,4,0,10
10506,501.0,MAZDA,2014,Hatchback,No,Petrol,1.5,62967,4.0,Automatic,Front,2-3,Left wheel,Blue,6,0,12
392,761.0,TOYOTA,2010,Hatchback,Yes,Hybrid,1.8,267165,4.0,Automatic,Front,2-3,Left wheel,White,12,0,16
56340,1053.0,FORD,2014,Jeep,Yes,Petrol,3.5,88033,4.0,Automatic,Front,2-3,Left wheel,White,4,0,12
36567,1091.0,HYUNDAI,2016,Minivan,Yes,Diesel,2.5,104112,4.0,Automatic,Front,2-3,Left wheel,White,4,0,10
4861,308.0,HONDA,2015,Sedan,Yes,Hybrid,1.5,49272,4.0,Automatic,Front,2-3,Left wheel,Blue,0,0,11
12074,986.0,CHEVROLET,2010,Sedan,No,Petrol,2.4,304000,4.0,Automatic,Front,2-3,Left wheel,White,10,0,16
14113,,BMW,2005,Jeep,Yes,Petrol,3.0,288000,6.0,Automatic,4x4,2-3,Left wheel,Silver,10,0,21
53787,1055.0,FORD,2013,Jeep,Yes,Petrol,3.5,113000,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,13
12800,584.0,TOYOTA,2014,Hatchback,No,Petrol,1.8,127800,4.0,Automatic,Front,2-3,Left wheel,Blue,8,0,12
11290,,BMW,2000,Jeep,Yes,Petrol,4.4,217000,8.0,Tiptronic,4x4,2-3,Left wheel,Black,12,0,26
392,1017.0,MERCEDES-BENZ,2017,Sedan,Yes,Petrol,2.0,1600,4.0,Automatic,Rear,2-3,Left wheel,Black,12,0,9
13172,,HONDA,2006,Universal,Yes,Diesel,2.2,300000,4.0,Manual,Front,2-3,Left wheel,Silver,0,1,20
73633,1176.0,HYUNDAI,2019,Jeep,Yes,Diesel,2.2,15936,4.0,Automatic,Front,2-3,Left wheel,Grey,4,0,7
7213,966.0,CHEVROLET,2009,Jeep,Yes,Diesel,2.0,45228,4.0,Automatic,Front,2-3,Left wheel,White,4,0,17
392,781.0,TOYOTA,2012,Sedan,Yes,Hybrid,2.5,314373,4.0,Automatic,Front,2-3,Left wheel,Grey,12,0,14
45473,,MERCEDES-BENZ,2014,Minivan,Yes,Diesel,2.2,287000,6.0,Automatic,Front,2-3,Left wheel,Beige,12,0,12
8781,,MERCEDES-BENZ,1998,Sedan,No,Petrol,1.8,0,4.0,Manual,Rear,2-3,Left wheel,Silver,2,0,28
6272,,MAZDA,2002,Hatchback,No,Petrol,1.5,110000,4.0,Automatic,Front,2-3,Right-hand drive,Silver,2,0,24
13962,836.0,HYUNDAI,2010,Jeep,Yes,Diesel,2.0,122222,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,16
251,345.0,TOYOTA,2016,Hatchback,Yes,Hybrid,1.5,296104,4.0,Automatic,Front,2-3,Left wheel,Black,12,0,10
549,1077.0,TOYOTA,2019,Jeep,Yes,Petrol,2.0,39221,4.0,Automatic,Front,2-3,Left wheel,Grey,12,0,7
53314,915.0,BMW,2014,Sedan,Yes,Petrol,3.0,81000,6.0,Tiptronic,4x4,2-3,Left wheel,Silver,14,1,12
220,761.0,TOYOTA,2010,Hatchback,Yes,Hybrid,1.8,197275,4.0,Automatic,Front,2-3,Left wheel,Grey,12,0,16
56450,917.0,MERCEDES-BENZ,2013,Jeep,No,Diesel,3.0,10000,6.0,Tiptronic,4x4,2-3,Left wheel,White,12,1,13
10635,893.0,HYUNDAI,2008,Sedan,Yes,Diesel,1.6,209973,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,18
8154,1750.0,LEXUS,2008,Jeep,Yes,Hybrid,3.3,224629,6.0,Automatic,4x4,2-3,Left wheel,Silver,12,0,18
15053,640.0,SUBARU,2013,Sedan,No,Petrol,2.0,120333,4.0,Tiptronic,4x4,2-3,Left wheel,Silver,12,0,13
11917,,MITSUBISHI,2004,Jeep,No,Petrol,2.0,200000,4.0,Automatic,4x4,2-3,Left wheel,Black,4,0,22
19883,501.0,NISSAN,2014,Hatchback,Yes,Petrol,1.5,110000,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,12
45473,,MITSUBISHI,2017,Pickup,No,Petrol,2.4,80000,4.0,Manual,4x4,2-3,Left wheel,White,12,0,9
8500,3141.0,HYUNDAI,2006,Hatchback,No,Diesel,1.5,199973,4.0,Manual,Front,2-3,Right-hand drive,Silver,6,1,20
16621,473.0,FIAT,2014,Hatchback,Yes,Petrol,1.4,46400,4.0,Tiptronic,Front,4-5,Left wheel,Green,8,0,12
4391,,VOLKSWAGEN,1997,Sedan,No,CNG,1.8,174000,4.0,Manual,Front,2-3,Left wheel,Silver,4,0,29
43905,,BMW,2013,Sedan,Yes,Petrol,4.4,55000,8.0,Tiptronic,Rear,2-3,Left wheel,Black,12,1,13
9879,1018.0,MERCEDES-BENZ,2011,Jeep,Yes,Diesel,3.0,275862,6.0,Automatic,4x4,2-3,Left wheel,Silver,12,0,15
28755,770.0,HYUNDAI,2016,Jeep,Yes,Diesel,1.7,141000,4.0,Automatic,Front,2-3,Left wheel,Grey,4,0,10
15053,,HYUNDAI,2011,Sedan,Yes,Petrol,2.4,174400,4.0,Automatic,Front,2-3,Left wheel,Black,0,0,15
43592,1714.0,MERCEDES-BENZ,2017,Jeep,Yes,Petrol,3.5,39814,6.0,Automatic,Rear,2-3,Left wheel,Black,0,0,9
2000,3273.0,FORD,2001,Jeep,No,Petrol,4.0,0,6.0,Automatic,4x4,2-3,Left wheel,Red,2,0,25
39954,1203.0,JEEP,2011,Jeep,Yes,Petrol,3.6,121991,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,15
4391,917.0,BMW,2013,Jeep,Yes,Petrol,3.0,69754,6.0,Automatic,4x4,2-3,Left wheel,Black,12,0,13
15681,891.0,HYUNDAI,2016,Sedan,Yes,LPG,2.0,305511,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,10
23521,,CHRYSLER,2010,Sedan,Yes,Petrol,3.5,98000,6.0,Automatic,Rear,2-3,Left wheel,Black,10,0,16
14426,1018.0,BMW,2011,Sedan,Yes,Petrol,3.0,107000,6.0,Tiptronic,4x4,2-3,Left wheel,Grey,8,0,15
21953,781.0,TOYOTA,2012,Sedan,Yes,Petrol,2.5,12000,4.0,Tiptronic,Front,2-3,Left wheel,Beige,12,0,14
21326,1325.0,NISSAN,2019,Sedan,Yes,Petrol,2.5,30296,4.0,Automatic,Front,2-3,Left wheel,Grey,12,0,7
4861,1324.0,TOYOTA,2010,Jeep,Yes,Hybrid,3.3,264877,6.0,Automatic,4x4,2-3,Left wheel,White,12,0,16
46728,1811.0,LEXUS,2010,Jeep,Yes,Petrol,4.6,260771,8.0,Automatic,4x4,2-3,Left wheel,Black,0,0,16
12544,,ALFA ROMEO,2005,Sedan,No,Petrol,2.2,152200,4.0,Manual,Front,2-3,Left wheel,Silver,10,0,21
1882,1053.0,MERCEDES-BENZ,2014,Sedan,Yes,Petrol,3.5,146395,6.0,Automatic,Rear,2-3,Left wheel,Grey,12,0,12
13485,843.0,TOYOTA,2008,Sedan,No,Hybrid,1.5,112500,4.0,Automatic,Front,2-3,Left wheel,Green,6,0,18
2000,,MITSUBISHI,1998,Hatchback,Yes,Petrol,1.6,150000,4.0,Manual,Front,2-3,Left wheel,Silver,4,0,28
8154,308.0,TOYOTA,2015,Hatchback,Yes,Hybrid,1.5,127789,4.0,Automatic,Front,2-3,Left wheel,Grey,12,0,11
14740,431.0,FORD,2016,Hatchback,No,Hybrid,2.0,12000,4.0,Automatic,Front,2-3,Left wheel,Carnelian red,12,0,10
21326,640.0,FORD,2013,Hatchback,No,Hybrid,2.0,142000,4.0,Automatic,Front,2-3,Left wheel,White,6,0,13
37125,640.0,HYUNDAI,2013,Jeep,Yes,Diesel,2.0,146740,4.0,Automatic,Front,2-3,Left wheel,Grey,4,0,13
2901,697.0,TOYOTA,2015,Sedan,Yes,Petrol,1.8,84882,4.0,Automatic,Front,2-3,Left wheel,White,12,0,11
470,738.0,CHEVROLET,2017,Jeep,Yes,Petrol,1.4,145896,4.0,Automatic,Front,2-3,Left wheel,White,12,0,9
31358,,BMW,2010,Sedan,Yes,Petrol,3.0,198000,6.0,Tiptronic,4x4,2-3,Left wheel,Grey,12,1,16
12858,779.0,FORD,2013,Sedan,No,Petrol,2.5,143632,4.0,Automatic,Front,2-3,Left wheel,White,0,0,13
14856,639.0,CHEVROLET,2014,Sedan,Yes,Diesel,2.0,123850,4.0,Automatic,Front,2-3,Left wheel,Blue,4,0,12
188,585.0,TOYOTA,2013,Hatchback,Yes,Hybrid,1.8,321616,4.0,Automatic,Front,2-3,Left wheel,Red,12,0,13
21326,,TOYOTA,2013,Sedan,No,Hybrid,1.8,136600,4.0,Automatic,Front,2-3,Left wheel,White,8,0,13
13015,585.0,TOYOTA,2013,Hatchback,No,Plug-in Hybrid,1.8,120681,4.0,Automatic,Front,2-3,Left wheel,White,8,0,13
5959,1249.0,TOYOTA,2017,Sedan,Yes,Petrol,2.5,60117,4.0,Automatic,Front,2-3,Left wheel,White,12,0,9
13962,642.0,CHEVROLET,2012,Jeep,Yes,Diesel,2.0,242409,4.0,Automatic,Front,2-3,Left wheel,Grey,4,0,14
19008,836.0,HYUNDAI,2010,Jeep,Yes,Diesel,2.0,229398,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,16
30000,697.0,MERCEDES-BENZ,2012,Minivan,No,Diesel,2.2,170000,4.0,Automatic,Rear,2-3,Left wheel,Black,4,0,14
40634,880.0,SSANGYONG,2018,Jeep,Yes,Petrol,1.6,30084,4.0,Automatic,Front,2-3,Left wheel,Blue,4,0,8
79616,1076.0,HYUNDAI,2020,Jeep,Yes,Diesel,2.0,4654,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,6
282,749.0,HYUNDAI,2014,Sedan,Yes,Petrol,2.4,173925,4.0,Automatic,Front,2-3,Left wheel,Silver,12,0,12
1098,394.0,TOYOTA,2014,Sedan,Yes,Hybrid,2.5,398069,4.0,Automatic,Front,2-3,Left wheel,Black,12,0,12
6899,,OPEL,1998,Goods wagon,No,Petrol,1.6,150000,4.0,Manual,Front,2-3,Left wheel,Green,4,0,28
4704,,NISSAN,1998,Jeep,No,LPG,3.3,200000,6.0,Automatic,4x4,2-3,Left wheel,Silver,4,0,28
24462,831.0,FORD,2018,Sedan,Yes,Petrol,1.5,7368,4.0,Automatic,Front,2-3,Left wheel,White,8,1,8
6272,1437.0,OPEL,2004,Goods wagon,No,Diesel,1.7,0,4.0,Manual,Front,2-3,Left wheel,White,4,0,22
15521,836.0,HYUNDAI,2010,Jeep,Yes,Diesel,2.0,50510,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,16
9879,1018.0,MERCEDES-BENZ,2011,Sedan,Yes,Diesel,3.0,273186,6.0,Automatic,Rear,2-3,Left wheel,White,12,0,15
8467,,MERCEDES-BENZ,2002,Coupe,Yes,Petrol,2.3,208000,4.0,Tiptronic,Rear,4-5,Left wheel,Silver,8,1,24
21639,,BMW,2008,Jeep,Yes,Petrol,4.8,200000,8.0,Tiptronic,4x4,2-3,Left wheel,Grey,8,0,18
251,1451.0,BMW,2011,Jeep,Yes,Petrol,4.4,143678,8.0,Automatic,4x4,2-3,Left wheel,Black,12,0,15
6272,2297.0,MERCEDES-BENZ,2016,Jeep,Yes,Petrol,5.5,17584,8.0,Automatic,4x4,2-3,Left wheel,Black,0,0,10
60831,831.0,HONDA,2018,Sedan,Yes,Petrol,1.5,17992,4.0,Automatic,Front,2-3,Left wheel,Blue,4,0,8
38063,639.0,HYUNDAI,2014,Jeep,Yes,Diesel,2.0,131690,4.0,Automatic,Front,2-3,Left wheel,Grey,4,0,12
14740,761.0,TOYOTA,2010,Sedan,No,Petrol,1.8,10100,4.0,Variator,Front,2-3,Left wheel,White,6,0,16
14113,707.0,HYUNDAI,2011,Jeep,Yes,Diesel,2.0,56557,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,15
46414,694.0,TOYOTA,2014,Jeep,Yes,Diesel,2.2,164000,4.0,Automatic,4x4,2-3,Left wheel,Grey,12,1,12
43905,,LEXUS,2008,Sedan,Yes,Petrol,5.0,101000,8.0,Tiptronic,Rear,2-3,Left wheel,Grey,12,0,18
627,1273.0,LEXUS,2015,Jeep,Yes,Petrol,3.5,121315,6.0,Automatic,4x4,2-3,Left wheel,Black,0,0,11
11563,645.0,CHEVROLET,2011,Sedan,Yes,Petrol,1.8,177309,4.0,Automatic,Front,2-3,Left wheel,White,4,0,15
7527,,MERCEDES-BENZ,1997,Sedan,No,Petrol,1.8,312000,4.0,Manual,Rear,2-3,Left wheel,Silver,6,0,29
14113,761.0,TOYOTA,2010,Hatchback,No,Hybrid,1.8,252800,4.0,Variator,Front,2-3,Left wheel,White,6,0,16
9252,765.0,HYUNDAI,2015,Sedan,Yes,LPG,2.0,586667,4.0,Automatic,Front,2-3,Left wheel,Orange,4,0,11
7997,1518.0,OPEL,2003,Sedan,No,Petrol,1.8,23450,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,23
1019,1077.0,BMW,2019,Sedan,Yes,Petrol,2.0,33870,4.0,Automatic,Rear,2-3,Left wheel,White,12,0,7
51589,,TOYOTA,2016,Jeep,No,Petrol,2.5,25000,4.0,Tiptronic,Front,2-3,Left wheel,Silver,10,0,10
17562,765.0,SSANGYONG,2015,Universal,Yes,Diesel,2.0,43740,4.0,Automatic,Front,2-3,Left wheel,White,4,0,11
21012,463.0,TOYOTA,2018,Sedan,No,Hybrid,1.8,206794,4.0,Automatic,Front,2-3,Left wheel,Grey,10,0,8
30906,502.0,TOYOTA,2013,Hatchback,Yes,Petrol,1.5,107000,4.0,Automatic,Front,2-3,Left wheel,Yellow,4,0,13
