levy,manufacturer,prod_year,category,leather_interior,fuel_type,engine_volume,mileage,cylinders,gear_box_type,drive_wheels,doors,wheel,color,airbags,is_turbo,car_age
1104.0,AUDI,2015,Sedan,Yes,Diesel,3.0,131674,6.0,Automatic,4x4,2-3,Left wheel,Black,12,0,11
928.0,CHEVROLET,2007,Hatchback,No,Petrol,1.4,126000,4.0,Manual,Front,4-5,Left wheel,Blue,4,0,19
,NISSAN,2014,Minivan,Yes,Hybrid,2.0,70000,4.0,Automatic,4x4,2-3,Right-hand drive,Silver,12,1,12
961.0,CHEVROLET,2009,Jeep,Yes,Diesel,2.0,72538,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,17
,TOYOTA,2012,Hatchback,No,Hybrid,1.5,139000,4.0,Automatic,Front,2-3,Right-hand drive,Silver,6,0,14
639.0,HYUNDAI,2014,Jeep,Yes,Diesel,2.0,191980,4.0,Automatic,Front,2-3,Left wheel,White,4,0,12
966.0,CHEVROLET,2009,Sedan,Yes,Diesel,2.0,155025,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,17
1058.0,TOYOTA,2012,Jeep,Yes,Hybrid,3.5,157211,6.0,Automatic,4x4,2-3,Left wheel,White,12,0,14
1024.0,TOYOTA,2010,Sedan,No,Petrol,2.5,110000,4.0,Tiptronic,Front,2-3,Left wheel,White,10,0,16
528.0,FORD,2014,Sedan,No,Petrol,1.6,49000,4.0,Tiptronic,Front,2-3,Left wheel,Green,10,0,12
1850.0,MERCEDES-BENZ,2008,Jeep,Yes,Diesel,3.5,366869,6.0,Automatic,4x4,2-3,Left wheel,Black,12,0,18
,LAND ROVER,2005,Jeep,Yes,Petrol,4.2,252000,6.0,Tiptronic,4x4,2-3,Left wheel,Black,8,0,21
,OPEL,1998,Goods wagon,No,CNG,1.8,240000,4.0,Manual,Front,2-3,Left wheel,Blue,4,0,28
,TOYOTA,2012,Hatchback,No,Hybrid,1.8,193600,4.0,Automatic,Front,2-3,Left wheel,White,12,0,14
1236.0,HONDA,2011,Hatchback,No,Hybrid,1.3,133000,4.0,Tiptronic,Front,2-3,Right-hand drive,Silver,4,0,15
1172.0,MERCEDES-BENZ,2011,Coupe,Yes,Diesel,3.5,170429,6.0,Automatic,Rear,4-5,Left wheel,Silver,12,0,15
1292.0,MERCEDES-BENZ,2016,Jeep,Yes,Petrol,3.0,59099,6.0,Automatic,4x4,2-3,Left wheel,White,0,0,10
1277.0,HYUNDAI,2018,Sedan,Yes,Petrol,2.4,44240,4.0,Automatic,4x4,2-3,Left wheel,White,12,0,8
,BMW,2009,Coupe,Yes,Petrol,3.0,130000,6.0,Tiptronic,Rear,4-5,Left wheel,Silver,8,0,17
,BMW,2001,Jeep,Yes,CNG,4.4,3000,8.0,Automatic,4x4,2-3,Left wheel,Black,16,0,25
1437.0,OPEL,2004,Goods wagon,No,Diesel,1.7,15000,4.0,Manual,Front,4-5,Left wheel,White,2,0,22
629.0,HYUNDAI,2015,Sedan,Yes,Petrol,1.6,103891,4.0,Automatic,Front,2-3,Left wheel,White,4,0,11
1935.0,LEXUS,2016,Jeep,Yes,Petrol,4.6,155976,8.0,Automatic,4x4,2-3,Left wheel,White,0,0,10
,HONDA,2005,Hatchback,No,Petrol,1.5,190000,4.0,Variator,Front,2-3,Right-hand drive,Silver,2,0,21
,MERCEDES-BENZ,2004,Coupe,Yes,Petrol,3.2,178000,6.0,Tiptronic,Rear,4-5,Left wheel,Blue,0,0,22
891.0,HYUNDAI,2016,Jeep,Yes,Diesel,2.0,122184,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,10
271.0,TOYOTA,2014,Hatchback,No,Hybrid,1.5,547744,4.0,Automatic,Front,2-3,Left wheel,White,12,0,12
1018.0,BMW,2011,Jeep,Yes,Petrol,3.0,155200,6.0,Tiptronic,4x4,2-3,Left wheel,Black,12,1,15
,MERCEDES-BENZ,2000,Jeep,Yes,CNG,3.2,250000,4.0,Tiptronic,4x4,2-3,Left wheel,Green,8,0,26
765.0,HYUNDAI,2015,Coupe,Yes,Petrol,2.0,61298,4.0,Automatic,Front,2-3,Left wheel,Grey,4,0,11
,MERCEDES-BENZ,2002,Coupe,No,Petrol,0.6,10000,4.0,Tiptronic,Rear,4-5,Left wheel,Blue,2,0,24
1268.0,TOYOTA,2012,Hatchback,No,Hybrid,1.5,131000,4.0,Automatic,Front,2-3,Right-hand drive,Black,6,0,14
640.0,HYUNDAI,2013,Jeep,Yes,Diesel,2.0,52351,4.0,Automatic,Front,2-3,Left wheel,White,4,0,13
765.0,HYUNDAI,2015,Sedan,Yes,LPG,2.0,595426,4.0,Automatic,Front,2-3,Left wheel,Orange,4,0,11
1995.0,FORD,2003,Microbus,No,Diesel,2.4,2147483647,4.0,Manual,Front,4-5,Left wheel,White,2,1,23
,MERCEDES-BENZ,2006,Sedan,Yes,Diesel,2.2,270000,6.0,Tiptronic,Rear,2-3,Left wheel,Sky blue,8,0,20
639.0,BMW,2014,Coupe,Yes,Petrol,2.0,112000,4.0,Tiptronic,Rear,4-5,Left wheel,Black,12,1,12
518.0,TOYOTA,2016,Jeep,No,Hybrid,2.5,136518,4.0,Automatic,4x4,2-3,Left wheel,Grey,0,0,10
1273.0,LEXUS,2015,Sedan,Yes,Petrol,3.5,136149,6.0,Automatic,Front,2-3,Left wheel,Red,12,0,11
528.0,HYUNDAI,2014,Sedan,Yes,Diesel,1.6,142495,4.0,Automatic,Front,2-3,Left wheel,White,4,0,12
891.0,HYUNDAI,2016,Sedan,Yes,Petrol,2.0,175912,4.0,Automatic,Front,2-3,Left wheel,White,0,0,10
441.0,HYUNDAI,2015,Sedan,Yes,Hybrid,2.4,187909,4.0,Automatic,Front,2-3,Left wheel,Silver,0,0,11
490.0,HONDA,2011,Hatchback,Yes,Hybrid,1.3,288704,4.0,Automatic,Front,2-3,Left wheel,White,0,0,15
,TOYOTA,2013,Hatchback,Yes,Hybrid,1.8,69000,4.0,Variator,Front,2-3,Left wheel,Grey,6,0,13
353.0,TOYOTA,2015,Sedan,Yes,Hybrid,1.8,104795,4.0,Automatic,Front,2-3,Left wheel,White,12,0,11
528.0,MINI,2014,Hatchback,Yes,Petrol,1.6,104000,4.0,Tiptronic,Front,2-3,Left wheel,White,6,0,12
642.0,CHEVROLET,2012,Sedan,Yes,Petrol,2.0,60080,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,14
,MERCEDES-BENZ,2017,Sedan,Yes,Petrol,2.0,56800,6.0,Tiptronic,Rear,2-3,Left wheel,Black,12,1,9
,VAZ,1983,Jeep,No,Petrol,1.6,1000,4.0,Manual,4x4,2-3,Left wheel,Blue,0,0,43
,MERCEDES-BENZ,2001,Sedan,No,Petrol,1.6,0,4.0,Automatic,Front,2-3,Right-hand drive,Black,4,0,25
1273.0,MERCEDES-BENZ,2015,Jeep,Yes,Diesel,3.5,79080,6.0,Automatic,4x4,2-3,Left wheel,Grey,12,0,11
1058.0,TOYOTA,2012,Sedan,Yes,Petrol,3.5,132165,6.0,Automatic,Front,2-3,Left wheel,Grey,12,0,14
,MITSUBISHI,2010,Pickup,No,Diesel,2.4,175000,4.0,Manual,4x4,2-3,Left wheel,White,2,0,16
834.0,TOYOTA,2013,Jeep,Yes,Petrol,2.7,177894,4.0,Automatic,4x4,2-3,Left wheel,Silver,12,0,13
751.0,CHEVROLET,2013,Jeep,Yes,Petrol,2.4,132429,4.0,Automatic,Front,2-3,Left wheel,Silver,12,0,13
,MAZDA,2001,Minivan,No,CNG,2.5,19000,4.0,Automatic,Front,2-3,Right-hand drive,White,2,0,25
,BMW,1998,Sedan,No,CNG,2.5,212000,6.0,Manual,Rear,2-3,Left wheel,Silver,6,0,28
,HONDA,2003,Jeep,Yes,Petrol,3.5,1000,6.0,Automatic,4x4,2-3,Left wheel,Grey,6,0,23
,NISSAN,2011,Hatchback,No,Petrol,1.8,53330,4.0,Automatic,Front,2-3,Left wheel,Black,2,0,15
781.0,CHEVROLET,2018,Coupe,Yes,Petrol,1.4,29763,4.0,Automatic,4x4,2-3,Left wheel,Silver,12,0,8
765.0,MERCEDES-BENZ,2015,Jeep,Yes,Petrol,2.0,0,4.0,Automatic,4x4,2-3,Left wheel,White,12,0,11
1236.0,HONDA,2011,Hatchback,No,Hybrid,1.3,121000,4.0,Variator,Front,2-3,Right-hand drive,White,0,0,15
463.0,TOYOTA,2018,Sedan,Yes,Hybrid,1.8,0,4.0,Automatic,Front,2-3,Left wheel,Black,12,0,8
574.0,HONDA,2010,Hatchback,Yes,Hybrid,1.3,189571,4.0,Automatic,Front,2-3,Left wheel,Silver,0,0,16
1888.0,BMW,2007,Jeep,Yes,Diesel,3.0,19000,6.0,Automatic,4x4,2-3,Left wheel,Black,12,1,19
1113.0,ACURA,2012,Jeep,Yes,Petrol,3.7,147701,6.0,Automatic,4x4,2-3,Left wheel,White,12,0,14
,OPEL,1995,Cabriolet,No,Petrol,1.8,223000,4.0,Manual,Front,4-5,Left wheel,Green,0,0,31
,HONDA,2012,Hatchback,Yes,Petrol,1.3,145000,4.0,Variator,Front,2-3,Right-hand drive,Blue,4,0,14
,MERCEDES-BENZ,1998,Sedan,No,Diesel,2.9,40000,8.0,Manual,Rear,2-3,Left wheel,Purple,2,0,28
,NISSAN,2005,Hatchback,No,Petrol,1.5,190000,4.0,Variator,Front,2-3,Right-hand drive,Beige,2,0,21
,MERCEDES-BENZ,1996,Sedan,No,Petrol,2.3,210456,4.0,Manual,Rear,2-3,Left wheel,Silver,2,0,30
1368.0,HONDA,1996,Hatchback,No,Petrol,1.6,3445,4.0,Manual,Front,2-3,Left wheel,Green,0,0,30
530.0,NISSAN,2013,Jeep,No,Petrol,1.6,220861,4.0,Tiptronic,4x4,2-3,Left wheel,Black,12,0,13
,VAZ,2008,Jeep,No,Petrol,1.6,113000,4.0,Manual,Rear,2-3,Left wheel,White,0,0,18
,TOYOTA,2006,Hatchback,No,Hybrid,1.5,210000,4.0,Variator,Front,2-3,Left wheel,Green,4,0,20
528.0,HYUNDAI,2014,Hatchback,Yes,Diesel,1.6,208791,4.0,Automatic,Front,2-3,Left wheel,White,4,0,12
,DODGE,2009,Jeep,Yes,Petrol,2.0,122000,4.0,Tiptronic,Front,2-3,Left wheel,White,6,0,17
,OPEL,1993,Sedan,No,Petrol,1.6,1000,4.0,Manual,Front,2-3,Left wheel,Blue,4,0,33
,VOLKSWAGEN,1999,Sedan,Yes,Petrol,1.8,361698,4.0,Manual,Front,2-3,Left wheel,Black,4,1,27
,MERCEDES-BENZ,2003,Sedan,No,Diesel,2.7,245000,6.0,Automatic,Rear,2-3,Left wheel,Silver,4,0,23
1268.0,HONDA,2012,Minivan,No,Hybrid,1.5,83000,4.0,Automatic,Front,2-3,Right-hand drive,White,4,0,14
1872.0,VOLKSWAGEN,2018,Sedan,Yes,Petrol,3.6,66086,6.0,Automatic,Front,2-3,Left wheel,Grey,12,0,8
836.0,HYUNDAI,2010,Jeep,Yes,Diesel,2.0,138196,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,16
765.0,HYUNDAI,2015,Jeep,Yes,Diesel,2.0,31251,4.0,Automatic,Front,2-3,Left wheel,White,4,0,11
,TOYOTA,2002,Hatchback,No,Petrol,1.0,138000,4.0,Automatic,Front,2-3,Right-hand drive,Silver,2,0,24
891.0,HYUNDAI,2016,Jeep,Yes,Diesel,2.0,87331,4.0,Automatic,Front,2-3,Left wheel,Blue,4,0,10
,OPEL,2006,Universal,No,Petrol,1.6,222222222,4.0,Tiptronic,Front,2-3,Left wheel,Silver,6,0,20
781.0,TOYOTA,2012,Sedan,Yes,Hybrid,2.5,107000,4.0,Automatic,Front,2-3,Left wheel,Black,12,0,14
639.0,CHEVROLET,2014,Sedan,Yes,Petrol,2.0,99807,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,12
,NISSAN,2006,Hatchback,Yes,Petrol,1.5,139000,4.0,Variator,Front,2-3,Right-hand drive,Black,6,0,20
2455.0,LEXUS,2008,Jeep,Yes,Petrol,4.7,263190,8.0,Automatic,4x4,2-3,Left wheel,White,0,0,18
781.0,TOYOTA,2012,Sedan,Yes,Hybrid,2.5,82000,4.0,Automatic,Front,2-3,Left wheel,Golden,10,0,14
502.0,TOYOTA,2013,Hatchback,Yes,Petrol,1.5,154000,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,13
399.0,HONDA,2019,Hatchback,No,Hybrid,1.5,9000,4.0,Automatic,4x4,2-3,Left wheel,Silver,6,0,7
1268.0,TOYOTA,2012,Sedan,No,Hybrid,1.5,13000,4.0,Automatic,Front,2-3,Right-hand drive,Silver,0,0,14
,TOYOTA,2013,Sedan,No,Hybrid,1.5,200000,4.0,Variator,Front,2-3,Right-hand drive,White,0,0,13
,RENAULT,1995,Sedan,No,Petrol,2.0,32000,4.0,Manual,Front,2-3,Left wheel,Blue,0,0,31
,MERCEDES-BENZ,1995,Sedan,No,CNG,2.0,58008888,4.0,Manual,Rear,2-3,Left wheel,Blue,2,0,31
696.0,CHEVROLET,2013,Jeep,Yes,Diesel,2.2,93170,4.0,Automatic,Front,2-3,Left wheel,Grey,4,0,13
1017.0,HYUNDAI,2017,Sedan,No,Petrol,2.0,32000,4.0,Tiptronic,Front,2-3,Left wheel,Black,6,0,9
765.0,HYUNDAI,2015,Sedan,Yes,LPG,2.0,30258,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,11
1924.0,MERCEDES-BENZ,1998,Minivan,Yes,Diesel,2.3,300000,4.0,Manual,Front,2-3,Left wheel,White,4,1,28
,MITSUBISHI,1998,Jeep,No,Petrol,3.5,11000,6.0,Tiptronic,4x4,2-3,Right-hand drive,Silver,4,1,28
,MERCEDES-BENZ,2007,Sedan,Yes,Petrol,2.5,262000,6.0,Automatic,Rear,2-3,Left wheel,Silver,6,0,19
779.0,TOYOTA,2013,Sedan,Yes,Hybrid,2.5,190549,4.0,Automatic,Front,2-3,Left wheel,Black,12,0,13
696.0,HYUNDAI,2013,Jeep,Yes,Diesel,2.2,138742,4.0,Automatic,Front,2-3,Left wheel,Grey,4,0,13
530.0,NISSAN,2013,Jeep,Yes,Petrol,1.6,153888,4.0,Automatic,4x4,2-3,Left wheel,White,0,0,13
629.0,HYUNDAI,2015,Sedan,Yes,Petrol,1.6,75000,4.0,Automatic,Front,2-3,Left wheel,White,4,0,11
779.0,HYUNDAI,2013,Universal,Yes,Diesel,2.5,193881,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,13
,MERCEDES-BENZ,2001,Sedan,No,Petrol,2.6,145000,6.0,Tiptronic,Rear,2-3,Right-hand drive,Silver,8,0,25
639.0,FORD,2014,Hatchback,Yes,Petrol,2.0,90000,4.0,Tiptronic,Front,2-3,Left wheel,Black,12,0,12
781.0,CHEVROLET,2018,Sedan,Yes,Petrol,1.4,39466,4.0,Automatic,Front,2-3,Left wheel,Black,12,0,8
,TOYOTA,2019,Sedan,Yes,Petrol,2.5,6417,4.0,Automatic,Front,2-3,Left wheel,Brown,12,0,7
,MERCEDES-BENZ,2002,Microbus,No,Diesel,2.2,0,4.0,Manual,Rear,>5,Left wheel,White,2,1,24
638.0,KIA,2014,Sedan,Yes,Petrol,2.0,45504,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,12
645.0,LEXUS,2011,Hatchback,Yes,Hybrid,1.8,122302,4.0,Automatic,Front,2-3,Left wheel,Black,0,0,15
1327.0,TOYOTA,2018,Jeep,Yes,Petrol,2.5,23333,4.0,Automatic,Front,2-3,Left wheel,Silver,12,0,8
833.0,CHEVROLET,2015,Jeep,Yes,Diesel,2.2,70000,4.0,Automatic,Front,2-3,Left wheel,Grey,4,0,11
595.0,TOYOTA,2015,Hatchback,Yes,Petrol,1.5,33000,4.0,Automatic,Front,2-3,Left wheel,Red,4,0,11
761.0,TOYOTA,2010,Sedan,No,Hybrid,1.8,304000,4.0,Automatic,Front,2-3,Left wheel,Red,6,0,16
,MERCEDES-BENZ,2000,Jeep,Yes,Petrol,3.2,292800,8.0,Tiptronic,4x4,2-3,Left wheel,Black,6,0,26
1099.0,SSANGYONG,2010,Jeep,Yes,Diesel,2.7,93376,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,16
1016.0,KIA,2017,Sedan,Yes,Petrol,2.0,30087,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,9
,HONDA,2002,Hatchback,No,Petrol,1.3,178000,4.0,Variator,Front,2-3,Right-hand drive,White,2,0,24
831.0,SSANGYONG,2017,Jeep,Yes,Diesel,1.6,33575,4.0,Automatic,Front,2-3,Left wheel,White,4,0,9
,OPEL,1997,Coupe,No,Petrol,1.4,247586,4.0,Manual,Front,4-5,Left wheel,Black,2,0,29
,HONDA,2004,Sedan,No,Petrol,1.3,160000,4.0,Automatic,Front,2-3,Right-hand drive,Silver,2,0,22
,VOLKSWAGEN,1997,Goods wagon,No,Petrol,1.8,160000,4.0,Manual,Front,2-3,Left wheel,Blue,0,1,29
607.0,TOYOTA,2019,Sedan,Yes,Hybrid,2.5,30504,4.0,Automatic,Front,2-3,Left wheel,Silver,12,0,7
777.0,HYUNDAI,2014,Minivan,Yes,Diesel,2.5,183731,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,12
,UAZ,2000,Microbus,No,Petrol,2.5,50000,4.0,Manual,4x4,4-5,Left wheel,Grey,0,0,26
640.0,HYUNDAI,2013,Jeep,Yes,Diesel,2.0,147470,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,13
781.0,TOYOTA,2012,Sedan,No,Hybrid,2.5,90600,4.0,Variator,Front,2-3,Left wheel,Silver,6,0,14
,VAZ,1990,Sedan,No,Petrol,0.3,18101,4.0,Manual,Rear,2-3,Left wheel,White,0,0,36
836.0,HYUNDAI,2010,Jeep,Yes,Diesel,2.0,216751,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,16
738.0,CHEVROLET,2017,Sedan,No,Petrol,1.4,46800,4.0,Automatic,Front,2-3,Left wheel,Black,6,1,9
,HONDA,1998,Coupe,No,Petrol,1.4,152000,4.0,Manual,Front,4-5,Left wheel,Purple,2,0,28
382.0,TOYOTA,2017,Hatchback,Yes,Hybrid,1.5,26724,4.0,Tiptronic,Front,2-3,Left wheel,Blue,12,0,9
730.0,SSANGYONG,2016,Jeep,Yes,Diesel,1.6,55820,4.0,Automatic,Front,2-3,Left wheel,White,4,0,10
,TOYOTA,2007,Sedan,No,Hybrid,1.5,180000,4.0,Automatic,Front,2-3,Left wheel,Blue,8,0,19
629.0,HYUNDAI,2015,Hatchback,No,Petrol,1.6,74204,4.0,Automatic,Front,2-3,Left wheel,White,6,0,11
1055.0,LEXUS,2013,Sedan,Yes,Petrol,3.5,94000,6.0,Tiptronic,4x4,2-3,Left wheel,Brown,8,0,13
1646.0,LEXUS,2015,Jeep,Yes,Petrol,4.6,273493,8.0,Automatic,4x4,2-3,Left wheel,Silver,0,0,11
,VOLKSWAGEN,2010,Sedan,Yes,Petrol,2.5,14400,5.0,Tiptronic,Front,2-3,Left wheel,Silver,6,0,16
,TOYOTA,2010,Pickup,Yes,Diesel,2.5,33200,4.0,Manual,4x4,2-3,Left wheel,White,4,1,16
,MAZDA,2005,Minivan,No,LPG,2.3,200000,6.0,Automatic,4x4,2-3,Right-hand drive,Blue,5,0,21
2715.0,CHEVROLET,2018,Jeep,Yes,Petrol,5.3,28890,8.0,Automatic,Front,2-3,Left wheel,Red,12,0,8
640.0,FORD,2013,Sedan,Yes,Hybrid,2.0,0,4.0,Automatic,Front,2-3,Left wheel,Golden,8,0,13
911.0,MERCEDES-BENZ,2010,Sedan,No,Diesel,2.2,24500,6.0,Manual,Rear,2-3,Left wheel,Silver,12,1,16
,TOYOTA,2009,Sedan,Yes,Hybrid,2.4,300000,4.0,Manual,Front,2-3,Left wheel,Beige,0,0,17
,HONDA,2004,Hatchback,Yes,Petrol,1.3,150000,4.0,Automatic,Front,2-3,Right-hand drive,Silver,4,0,22
1759.0,FORD,2006,Microbus,No,Diesel,2.4,190000,5.0,Manual,Rear,4-5,Left wheel,White,5,0,20
,MERCEDES-BENZ,2010,Minivan,No,Diesel,2.2,178000,4.0,Manual,Rear,2-3,Left wheel,Golden,8,1,16
,INFINITI,2002,Jeep,Yes,Petrol,3.5,190000,4.0,Automatic,4x4,2-3,Left wheel,Black,6,0,24
,MERCEDES-BENZ,2006,Sedan,Yes,Petrol,2.5,216000,6.0,Manual,Rear,2-3,Left wheel,Black,6,0,20
,TOYOTA,2012,Hatchback,No,Hybrid,1.5,147000,4.0,Automatic,Front,2-3,Right-hand drive,White,4,0,14
879.0,SSANGYONG,2019,Jeep,Yes,Diesel,1.6,57874,4.0,Automatic,Front,2-3,Left wheel,Blue,4,0,7
753.0,HYUNDAI,2012,Sedan,Yes,Petrol,2.4,113824,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,14
,NISSAN,2004,Jeep,Yes,Petrol,2.0,121856,4.0,Automatic,4x4,2-3,Right-hand drive,Beige,6,0,22
640.0,SSANGYONG,2013,Jeep,Yes,Diesel,2.0,126116,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,13
779.0,TOYOTA,2013,Sedan,Yes,Hybrid,2.5,190549,4.0,Automatic,Front,2-3,Left wheel,Black,12,0,13
,BMW,2002,Sedan,Yes,Petrol,2.5,126000,6.0,Tiptronic,Rear,2-3,Right-hand drive,Silver,6,0,24
308.0,TOYOTA,2015,Hatchback,Yes,Hybrid,1.5,80661,4.0,Automatic,Front,2-3,Left wheel,White,12,0,11
,NISSAN,2004,Hatchback,No,Petrol,1.2,0,4.0,Automatic,Front,2-3,Right-hand drive,Grey,2,0,22
640.0,MERCEDES-BENZ,2013,Sedan,Yes,Petrol,2.0,97000,4.0,Tiptronic,Front,2-3,Left wheel,Black,12,1,13
,FORD,1999,Microbus,No,Diesel,2.5,326432,4.0,Manual,Rear,4-5,Left wheel,Red,2,1,27
,HYUNDAI,2013,Sedan,No,Petrol,2.4,56000,4.0,Tiptronic,Front,2-3,Left wheel,Grey,8,0,13
781.0,NISSAN,2012,Sedan,Yes,Petrol,2.5,498435,4.0,Automatic,Front,2-3,Left wheel,Grey,12,0,14
697.0,TOYOTA,2015,Sedan,Yes,Petrol,1.8,152630,4.0,Automatic,Front,2-3,Left wheel,White,12,0,11
1249.0,TOYOTA,2017,Jeep,Yes,Petrol,2.5,17600,4.0,Automatic,4x4,2-3,Left wheel,Red,12,0,9
629.0,NISSAN,2015,Jeep,Yes,Petrol,1.6,111402,4.0,Automatic,4x4,2-3,Left wheel,Black,0,0,11
584.0,MERCEDES-BENZ,2014,Sedan,Yes,Petrol,1.8,156682,4.0,Automatic,Rear,2-3,Left wheel,White,0,0,12
,BMW,2007,Coupe,Yes,Petrol,4.8,150000,8.0,Tiptronic,Rear,4-5,Left wheel,Grey,8,0,19
642.0,FORD,2012,Jeep,Yes,Petrol,2.0,65000,4.0,Automatic,Front,2-3,Left wheel,White,10,1,14
,MITSUBISHI,2002,Jeep,No,LPG,0.2,18800,4.0,Tiptronic,4x4,2-3,Left wheel,Black,2,1,24
,MERCEDES-BENZ,1995,Sedan,No,CNG,2.0,250000,4.0,Manual,Rear,2-3,Left wheel,Blue,4,0,31
,HONDA,2003,Sedan,No,Petrol,1.7,242000,4.0,Variator,Front,2-3,Right-hand drive,Silver,2,0,23
765.0,HYUNDAI,2015,Sedan,Yes,LPG,2.0,409910,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,11
836.0,HYUNDAI,2010,Sedan,Yes,Petrol,2.0,82764,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,16
,NISSAN,2005,Jeep,Yes,Petrol,2.0,180000,4.0,Automatic,4x4,2-3,Left wheel,Black,2,0,21
765.0,HYUNDAI,2015,Sedan,Yes,LPG,2.0,278223,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,11
,OPEL,1997,Sedan,No,Petrol,1.6,6666,4.0,Manual,Front,2-3,Left wheel,Golden,4,0,29
,TOYOTA,2012,Hatchback,No,Hybrid,1.8,171200,4.0,Automatic,Front,2-3,Left wheel,Silver,9,0,14
1236.0,HONDA,2011,Hatchback,No,Hybrid,1.3,116048,4.0,Tiptronic,Front,2-3,Right-hand drive,Blue,4,0,15
1091.0,CHEVROLET,2016,Sedan,Yes,Petrol,2.5,66522,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,10
1811.0,LEXUS,2010,Jeep,Yes,Petrol,4.6,357246,8.0,Automatic,4x4,2-3,Left wheel,Grey,0,0,16
830.0,HONDA,2019,Hatchback,Yes,Petrol,1.5,12000,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,7
,BMW,2015,Jeep,Yes,Diesel,2.0,153000,4.0,Tiptronic,4x4,2-3,Left wheel,Blue,12,1,11
271.0,HONDA,2014,Universal,Yes,Hybrid,1.5,82105,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,12
971.0,HYUNDAI,2016,Jeep,Yes,Diesel,2.2,125629,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,10
1172.0,MERCEDES-BENZ,2011,Sedan,Yes,Diesel,3.5,230696,6.0,Automatic,4x4,2-3,Left wheel,Black,12,0,15
640.0,FORD,2013,Sedan,Yes,Hybrid,2.0,131089,4.0,Automatic,Front,2-3,Left wheel,White,12,0,13
,JEEP,2012,Jeep,No,Petrol,3.7,170000,6.0,Automatic,4x4,2-3,Left wheel,Grey,5,0,14
1058.0,LEXUS,2012,Jeep,Yes,Petrol,3.5,11700,6.0,Tiptronic,4x4,2-3,Left wheel,Black,16,0,14
397.0,CITROEN,2011,Hatchback,No,Petrol,1.0,233700,4.0,Manual,Front,2-3,Left wheel,White,6,0,15
1750.0,TOYOTA,2008,Jeep,Yes,Hybrid,3.3,269162,6.0,Automatic,4x4,2-3,Left wheel,Silver,12,0,18
642.0,CHEVROLET,2012,Jeep,Yes,Diesel,2.0,122050,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,14
584.0,MERCEDES-BENZ,2014,Sedan,Yes,Petrol,1.8,105909,4.0,Automatic,Rear,2-3,Left wheel,White,12,0,12
586.0,TOYOTA,2012,Hatchback,Yes,Hybrid,1.8,117900,4.0,Automatic,Front,2-3,Left wheel,Silver,8,0,14
1624.0,MERCEDES-BENZ,2009,Sedan,Yes,Diesel,3.5,266061,6.0,Automatic,4x4,2-3,Left wheel,Black,12,0,17
,OPEL,2000,Hatchback,No,Diesel,2.0,11111,4.0,Manual,Front,2-3,Left wheel,Red,2,1,26
1024.0,HYUNDAI,2010,Universal,Yes,Diesel,2.5,328034,4.0,Automatic,Front,2-3,Left wheel,Blue,4,0,16
,HONDA,2010,Hatchback,No,Petrol,1.5,206400,4.0,Tiptronic,Front,2-3,Left wheel,Grey,6,0,16
,OPEL,1994,Sedan,No,Petrol,1.6,0,4.0,Manual,Front,4-5,Left wheel,Green,2,0,32
1604.0,MERCEDES-BENZ,2014,Sedan,Yes,Diesel,5.5,101424,8.0,Automatic,4x4,2-3,Left wheel,Grey,12,0,12
1850.0,MERCEDES-BENZ,2008,Sedan,Yes,Diesel,3.5,122874,6.0,Automatic,Rear,2-3,Left wheel,Black,12,0,18
431.0,FORD,2016,Hatchback,No,Hybrid,2.0,12000,4.0,Automatic,Front,2-3,Left wheel,Carnelian red,12,0,10
,TOYOTA,2010,Hatchback,Yes,Hybrid,1.8,130000,4.0,Variator,Front,2-3,Left wheel,White,4,0,16
843.0,TOYOTA,2008,Hatchback,No,Hybrid,1.5,150000,4.0,Automatic,Front,2-3,Left wheel,Red,6,0,18
,VOLKSWAGEN,1997,Hatchback,No,Petrol,1.6,212000,4.0,Automatic,Front,2-3,Left wheel,Blue,2,0,29
924.0,HONDA,2017,Jeep,Yes,Petrol,1.8,94339,4.0,Automatic,4x4,2-3,Left wheel,White,12,0,9
